scenario_id,sample_idx,seed_idx,seed,tte_h,min_headroom_margin,status
S3_gaming,484,1,1011840001,3.1762808394050968,0.8804629296105558,cutoff
S3_gaming,484,2,1011840002,3.1762954993025603,0.8776734861177722,cutoff
S3_gaming,484,3,1011840003,3.179246145418919,0.8766856023134323,cutoff
S3_gaming,484,4,1011840004,3.1812033314365156,0.8779316264992971,cutoff
S3_gaming,484,5,1011840005,3.1772595076654007,0.8829206112066909,cutoff
S3_gaming,484,6,1011840006,3.173334073732111,0.881155592819137,cutoff
S3_gaming,484,7,1011840007,3.1723827499764012,0.875361035982109,cutoff
S3_gaming,485,0,1011850000,2.4042114546087845,0.9014701131839495,cutoff
S3_gaming,485,1,1011850001,2.404598297331678,0.9015325485910749,cutoff
S3_gaming,485,2,1011850002,2.4046022122092516,0.9015460044980315,cutoff
S3_gaming,485,3,1011850003,2.4022827554870916,0.9015919037256829,cutoff
S3_gaming,485,4,1011850004,2.4046009391350855,0.9015343021198574,cutoff
S3_gaming,485,5,1011850005,2.4061395064281554,0.90133648353692,cutoff
S3_gaming,485,6,1011850006,2.406519240196533,0.9013744820481474,cutoff
S3_gaming,485,7,1011850007,2.4065201648476893,0.9013733077388071,cutoff
S3_gaming,486,0,1011860000,3.1157478265267784,0.9112493685837387,cutoff
S3_gaming,486,1,1011860001,3.118638320562042,0.9112562209518427,cutoff
S3_gaming,486,2,1011860002,3.118092536852,0.9082714934537869,cutoff
S3_gaming,486,3,1011860003,3.116358941874285,0.9046932863084787,cutoff
S3_gaming,486,4,1011860004,3.1161999830465827,0.9112862284062739,cutoff
S3_gaming,486,5,1011860005,3.115032342497629,0.9111741575338874,cutoff
S3_gaming,486,6,1011860006,3.113560992318348,0.9014726642317703,cutoff
S3_gaming,486,7,1011860007,3.120358608419973,0.9029092199241302,cutoff
S3_gaming,487,0,1011870000,2.7083333333333335,0.9002716640941432,soc_min
S3_gaming,487,1,1011870001,2.713888888888889,0.9024581512564486,soc_min
S3_gaming,487,2,1011870002,2.7083333333333335,0.8998510483761316,soc_min
S3_gaming,487,3,1011870003,2.7083333333333335,0.9002306038122337,soc_min
S3_gaming,487,4,1011870004,2.7111111111111112,0.9017649344116887,soc_min
S3_gaming,487,5,1011870005,2.713888888888889,0.9072432127015789,soc_min
S3_gaming,487,6,1011870006,2.7083333333333335,0.8997842349398881,soc_min
S3_gaming,487,7,1011870007,2.7111111111111112,0.9003161860825816,soc_min
S3_gaming,488,0,1011880000,4.82128805841407,0.9343863522258544,cutoff
S3_gaming,488,1,1011880001,4.8207964070659814,0.934374978321759,cutoff
S3_gaming,488,2,1011880002,4.8186400410761046,0.9296973505922874,cutoff
S3_gaming,488,3,1011880003,4.823566941183645,0.9343671760013843,cutoff
S3_gaming,488,4,1011880004,4.821797570610619,0.9297099498613446,cutoff
S3_gaming,488,5,1011880005,4.820699642045479,0.9343658329169187,cutoff
S3_gaming,488,6,1011880006,4.819479094495557,0.9322799414267545,cutoff
S3_gaming,488,7,1011880007,4.822222222222222,0.9294183903278729,cutoff
S3_gaming,489,0,1011890000,4.604337134280176,0.9266402800905938,cutoff
S3_gaming,489,1,1011890001,4.604081728802216,0.9290993797431866,cutoff
S3_gaming,489,2,1011890002,4.598944120130907,0.9276590015356259,cutoff
S3_gaming,489,3,1011890003,4.603065742609404,0.926292802679687,cutoff
S3_gaming,489,4,1011890004,4.606848917564294,0.9266758124041308,cutoff
S3_gaming,489,5,1011890005,4.602187924334957,0.9330176792191961,cutoff
S3_gaming,489,6,1011890006,4.607719274778109,0.9281964458360401,cutoff
S3_gaming,489,7,1011890007,4.59960991459856,0.9322881930900573,cutoff
S3_gaming,490,0,1011900000,4.008333333333334,0.9143439784905877,soc_min
S3_gaming,490,1,1011900001,4.0055555555555555,0.9136151537612588,soc_min
S3_gaming,490,2,1011900002,4.011111111111111,0.9156148802284558,soc_min
S3_gaming,490,3,1011900003,4.008333333333334,0.9143145821272951,soc_min
S3_gaming,490,4,1011900004,4.008333333333334,0.9133764793503834,soc_min
S3_gaming,490,5,1011900005,4.013888888888889,0.9134508632272513,soc_min
S3_gaming,490,6,1011900006,4.008333333333334,0.9132715458307397,soc_min
S3_gaming,490,7,1011900007,4.002777777777778,0.9132264737253419,soc_min
S3_gaming,491,0,1011910000,3.3805555555555555,0.9353285223543074,soc_min
S3_gaming,491,1,1011910001,3.3777777777777778,0.935856741005254,soc_min
S3_gaming,491,2,1011910002,3.3805555555555555,0.935059783261027,soc_min
S3_gaming,491,3,1011910003,3.3805555555555555,0.9347684197499059,soc_min
S3_gaming,491,4,1011910004,3.3805555555555555,0.9350486148472966,soc_min
S3_gaming,491,5,1011910005,3.3777777777777778,0.9351397882955982,soc_min
S3_gaming,491,6,1011910006,3.3805555555555555,0.9349126792722092,soc_min
S3_gaming,491,7,1011910007,3.3805555555555555,0.9352175476122477,soc_min
S3_gaming,492,0,1011920000,3.061111111111111,0.8862294455157969,soc_min
S3_gaming,492,1,1011920001,3.061111111111111,0.8839498474187327,soc_min
S3_gaming,492,2,1011920002,3.061111111111111,0.8841153361346858,soc_min
S3_gaming,492,3,1011920003,3.061111111111111,0.8877848217208523,soc_min
S3_gaming,492,4,1011920004,3.061111111111111,0.8905417445995618,soc_min
S3_gaming,492,5,1011920005,3.063888888888889,0.8845866474457202,soc_min
S3_gaming,492,6,1011920006,3.061111111111111,0.8862685440909341,soc_min
S3_gaming,492,7,1011920007,3.061111111111111,0.888044943389443,soc_min
S3_gaming,493,0,1011930000,3.9586127945239116,0.905594467384122,cutoff
S3_gaming,493,1,1011930001,3.942791481046385,0.9058134764565334,cutoff
S3_gaming,493,2,1011930002,3.951153671298769,0.9087108044874295,cutoff
S3_gaming,493,3,1011930003,3.945960519622178,0.9069847081180674,cutoff
S3_gaming,493,4,1011930004,3.9511516240212767,0.9060167212568919,cutoff
S3_gaming,493,5,1011930005,3.9472222222222224,0.8946090386767162,cutoff
S3_gaming,493,6,1011930006,3.947477536530363,0.8998673688490753,cutoff
S3_gaming,493,7,1011930007,3.9474378083124133,0.9055877669187062,cutoff
S3_gaming,494,0,1011940000,3.466666666666667,0.8525726817024146,soc_min
S3_gaming,494,1,1011940001,3.4694444444444446,0.8536366688855135,soc_min
S3_gaming,494,2,1011940002,3.4694444444444446,0.8524809392166325,soc_min
S3_gaming,494,3,1011940003,3.4555555555555557,0.8531057814344432,soc_min
S3_gaming,494,4,1011940004,3.4611111111111112,0.8525556641773744,soc_min
S3_gaming,494,5,1011940005,3.4611111111111112,0.8525306829022056,soc_min
S3_gaming,494,6,1011940006,3.4472222222222224,0.8533098476364627,soc_min
S3_gaming,494,7,1011940007,3.466666666666667,0.8548959433551356,soc_min
S3_gaming,495,0,1011950000,2.589759494467789,0.9096213204161139,cutoff
S3_gaming,495,1,1011950001,2.5942499864625126,0.9081899450672015,cutoff
S3_gaming,495,2,1011950002,2.595050363320842,0.9087431259130101,cutoff
S3_gaming,495,3,1011950003,2.592656502416882,0.907789214070418,cutoff
S3_gaming,495,4,1011950004,2.5925806638767854,0.8985007021147501,cutoff
S3_gaming,495,5,1011950005,2.595838684436739,0.9090346478742845,cutoff
S3_gaming,495,6,1011950006,2.5926407632903143,0.908568086017067,cutoff
S3_gaming,495,7,1011950007,2.591014550366081,0.9081065579896622,cutoff
S3_gaming,496,0,1011960000,3.475,0.8922983897706207,soc_min
S3_gaming,496,1,1011960001,3.475,0.8922261292072733,soc_min
S3_gaming,496,2,1011960002,3.475,0.8909545806189095,soc_min
S3_gaming,496,3,1011960003,3.4722222222222223,0.8890810609458968,soc_min
S3_gaming,496,4,1011960004,3.4722222222222223,0.8910679834899966,soc_min
