scenario_id,scenario_title_zh,seed,tte_h,tte_mean_h,delta_tte_pct,status,min_headroom_margin
S2_navigation,导航（GPS + 地图数据）,7010097,5.929302934574584,5.907127114373946,0.37540787207163673,cutoff,0.9221369142631508
S2_navigation,导航（GPS + 地图数据）,7010098,5.897954415329024,5.907127114373946,-0.1552818970596006,cutoff,0.9230613000675971
S2_navigation,导航（GPS + 地图数据）,7010099,5.874721882129293,5.907127114373946,-0.5485785495592308,cutoff,0.9248459692365284
S3_gaming,游戏（高 CPU/GPU 负载）,7010000,3.8512426121441243,3.8456425279402824,0.14562154862691673,cutoff,0.9024365167943055
S3_gaming,游戏（高 CPU/GPU 负载）,7010001,3.8416490182352265,3.8456425279402824,-0.10384505777750404,cutoff,0.9057803558455981
S3_gaming,游戏（高 CPU/GPU 负载）,7010002,3.8361111111111112,3.8456425279402824,-0.24784978738718447,cutoff,0.8978907613437264
S3_gaming,游戏（高 CPU/GPU 负载）,7010003,3.8499353774465863,3.8456425279402824,0.11162892741887716,cutoff,0.9093968957896119
S3_gaming,游戏（高 CPU/GPU 负载）,7010004,3.845314840556613,3.8456425279402824,-0.00852100478109219,cutoff,0.9092409899708871
S3_gaming,游戏（高 CPU/GPU 负载）,7010005,3.847475304980309,3.8456425279402824,0.04765853889722959,cutoff,0.9091781637589116
S3_gaming,游戏（高 CPU/GPU 负载）,7010006,3.844978761048824,3.8456425279402824,-0.017260233800610356,cutoff,0.9092026507904056
S3_gaming,游戏（高 CPU/GPU 负载）,7010007,3.8427694401288597,3.8456425279402824,-0.07471021527738103,cutoff,0.9077059295746932
S3_gaming,游戏（高 CPU/GPU 负载）,7010008,3.847855614681418,3.8456425279402824,0.05754790584554749,cutoff,0.9092188650955465
S3_gaming,游戏（高 CPU/GPU 负载）,7010009,3.8402874812928696,3.8456425279402824,-0.13924972507210573,cutoff,0.8968889082270969
S3_gaming,游戏（高 CPU/GPU 负载）,7010010,3.85213831394921,3.8456425279402824,0.16891289197403758,cutoff,0.8994309306193304
S3_gaming,游戏（高 CPU/GPU 负载）,7010011,3.8487165538883645,3.8456425279402824,0.07993530146777814,cutoff,0.9065903676471779
S3_gaming,游戏（高 CPU/GPU 负载）,7010012,3.8428954010325302,3.8456425279402824,-0.0714347963387927,cutoff,0.9017529216220622
S3_gaming,游戏（高 CPU/GPU 负载）,7010013,3.8370151366354492,3.8456425279402824,-0.2243419985646444,cutoff,0.898028976341639
S3_gaming,游戏（高 CPU/GPU 负载）,7010014,3.84717888309127,3.8456425279402824,0.03995054506042084,cutoff,0.9093968260325913
S3_gaming,游戏（高 CPU/GPU 负载）,7010015,3.846819257427713,3.8456425279402824,0.03059903459255693,cutoff,0.9093636594168081
S3_gaming,游戏（高 CPU/GPU 负载）,7010016,3.844757461516717,3.8456425279402824,-0.023014786661400926,cutoff,0.9073858900351772
S3_gaming,游戏（高 CPU/GPU 负载）,7010017,3.844618127525459,3.8456425279402824,-0.02663795210762553,cutoff,0.9091824131347362
S3_gaming,游戏（高 CPU/GPU 负载）,7010018,3.8478775809809496,3.8456425279402824,0.05811910557022751,cutoff,0.9087549871060651
