phone_test_id,duration_s_est,P_total_W,avg_temp_C,delta_temp_C
727,32.634076781835375,2.901761236668702,46.039199999999994,1.051
728,30.04877526246032,2.140843493224384,46.0464,0.334
73,34.53373360357839,2.743894219134802,44.777142857142856,1.348
730,31.674802442511822,2.965838482197344,45.9002,2.186
731,32.388183453982954,2.291122659146065,46.68688888888889,0.358
732,30.695816451293172,2.1391743107466255,46.140727272727275,0.287
733,32.68856288074166,2.2344573931401537,45.90711111111111,0.597
734,30.00195851795184,3.1117508526697795,46.377272727272725,1.838
735,29.560562952534355,4.56723910220475,41.135,4.138
736,34.20700182296663,3.404457093395747,42.715714285714284,1.878
737,33.55666880292116,3.6835338968223157,43.929857142857145,2.543
738,34.299255029263676,4.223180383259468,45.184125,2.95
739,30.506584877936557,2.317356212859108,45.1226,0.43
740,30.15931368911055,4.388460140848228,45.9773,3.482
743,30.482659174476087,1.9127734777424361,44.31422222222222,0.573
744,32.273189638660426,1.8498559537630508,44.392300000000006,0.367
745,31.575087581707496,1.9388715499705156,44.431,0.481
746,32.39101937899471,1.7847711528797894,44.5002,0.137
747,27.333826541840278,2.667208701584582,44.487,0.779
748,30.5334153294374,2.053504900237942,44.32718181818181,0.481
749,30.04207985595949,2.184549715421291,44.3902,0.321
75,29.25498872230331,3.445779691008655,43.753375,3.168
750,29.916104073971656,1.7938363520633218,44.442,0.138
751,34.87043657613233,2.9147648833731163,45.0321,1.711
753,33.99487157442357,2.1529966906851317,45.1924,0.542
755,32.2546490940207,2.9767051788450125,46.0916,2.124
758,34.20011304785985,2.942086064428857,46.46809090909091,1.695
759,34.40067973030847,2.2518518415131727,46.655,0.286
76,33.91099457511441,4.233933324543773,46.26371428571428,3.505
760,29.95110561173401,2.6856268360419664,46.56827272727273,1.312
761,33.77639308260635,2.1607063495948764,46.6765,0.621
762,30.471273841414604,2.3979435641673144,47.432900000000004,0.334
763,29.730113386871203,2.893437703402347,46.7934,1.217
764,33.58295794633149,1.8493265869924442,46.478199999999994,0.143
766,34.04493528186099,2.019235032490337,45.420300000000005,1.09
767,33.33013548118329,2.8466686267616566,46.822199999999995,1.289
768,34.28099098062499,2.7794487928850087,46.7599,1.265
771,32.56864128887309,2.4001666912247406,43.5496,1.695
772,33.89894469109556,3.0963206069235247,45.052,2.104
773,33.31846654641153,2.684822000298042,45.4152,0.997
774,34.486734652755835,3.6343772543853827,45.1506,2.443
776,34.8011685521162,2.808349290157872,45.210699999999996,1.692
778,33.06720571297405,2.8592724411214356,45.194199999999995,1.223
779,31.185301944234823,2.2148206588959716,45.297444444444444,0.167
78,30.042442954551326,2.1192471296797324,44.811800000000005,0.321
780,25.270639439350486,2.195355132708344,44.953,0.114
781,34.00417982928199,2.106266122564272,44.37336363636364,0.413
783,32.304835958589045,3.1218107446599377,44.18755555555556,2.9
784,29.756918185161492,3.6211819493368416,45.6203,2.215
786,27.004614378809244,2.7565096451965085,44.52077777777778,1.473
787,33.42250214836978,2.297661487434318,44.833800000000004,1.136
79,30.096519750159352,2.821117547969992,45.125555555555565,1.41
790,29.91849169950401,3.4237177137408343,45.0552,3.128
793,33.750880447091156,3.541543462469934,44.317,3.77
795,30.40532482094582,3.2149984114841366,45.2894,2.502
796,30.436484462654434,2.201052328569666,45.298,0.616
797,30.00410646686244,2.4505424976146184,45.205333333333336,0.544
799,31.554538169415462,2.7927308752505966,44.87011111111111,2.166
8,29.682180517913274,3.0486252836239287,45.43966666666666,1.904
80,34.45810361544911,3.207806100810558,45.938857142857145,0.787
800,29.845677335601724,5.2199639582030954,28.34275,4.592
801,29.93792523631959,5.27917832489816,35.22966666666667,2.939
803,34.49971269216452,5.765260040706761,37.541599999999995,7.39
804,29.22526974336862,6.027998596658768,42.20572727272727,4.122
805,34.455364480503654,3.290161393130701,43.16742857142857,1.122
806,33.49628361374015,4.386283287251958,44.44271428571428,3.603
807,34.42866340445278,3.9313577007027964,45.5534,2.506
809,31.41830625226267,3.3193140700412354,44.716857142857144,1.395
81,34.309769259345856,2.1080241739107213,45.8755,0.334
810,32.737945109001245,3.3354511908561046,45.38871428571428,2.027
812,33.95019309120553,3.6583112993302214,45.927571428571426,3.376
813,30.9819061557174,2.257642239584802,45.832454545454546,0.119
814,33.2683309852878,2.8755329217538868,45.68818181818182,1.593
816,34.547935725243484,2.8666463254890178,45.967699999999994,1.384
818,32.977622109314765,2.1315329761191384,44.28628571428572,0.778
819,34.25934388614589,2.189894186220508,44.466142857142856,0.825
821,33.64368143663968,2.103024311808691,44.40316666666666,0.252
822,35.29507030486315,2.543050154730327,44.8284,1.394
823,30.01508810524154,2.458497297801158,45.0286,0.233
824,30.094273208328307,2.8122562859095286,45.695454545454545,1.569
827,33.72063435157191,1.9844880526952648,43.841,0.802
828,24.863149384098506,2.286458007462164,44.173833333333334,0.321
829,35.07174268506366,3.2049890993261307,44.949166666666656,1.983
83,31.276682997195824,2.6640281198447546,44.437,2.167
832,34.63499363836543,3.713990692278088,45.206428571428575,4.45
834,29.946398098525844,2.1997427130724865,44.952400000000004,0.929
835,30.178093175743978,2.66320600615677,45.607,0.787
836,30.462011853921254,2.650615178905403,45.953300000000006,0.668
837,31.96181877516506,2.3228223500749947,46.24909090909091,0.74
838,34.11353989063649,2.7670414534115593,46.438,1.742
839,31.343736163753462,2.2674220976306647,46.571400000000004,0.764
84,33.63098702848127,2.1750451730141593,44.51383333333334,0.298
841,35.23892692968752,1.8881528127335063,45.5787,0.549
843,33.52794997954572,1.693349430389757,43.78988888888889,0.573
844,32.0922555054186,1.6329549660712277,44.047375,0.458
846,30.022777208643365,3.799096306359127,43.99928571428572,3.38
848,29.841116204857787,2.6435510139248137,45.88088888888889,1.241
849,32.32925879507666,2.206512696507085,45.910599999999995,0.143
85,30.65552089144719,2.0000056178169743,44.361428571428576,0.458
851,33.042091792612396,2.370149459408914,44.443,1.145
852,34.9660344682671,2.161116241779676,44.9146,0.439
853,34.762409247330254,2.289934838337292,45.358,0.876
854,32.69110183904803,2.397609520348992,45.4424,0.358
855,33.51608611830946,2.2502337156485415,45.6119,0.31
856,29.881384782235735,2.1159312214200985,45.6,0.501
858,29.986833205882604,2.066949603329269,44.78,1.038
859,30.050416097272816,2.1635410567875755,45.2431,0.686
860,29.990974288099636,2.5095550506961892,45.3565,0.478
861,30.547408835204262,3.0209242131741987,45.8412,1.408
862,29.704943231703645,2.161954544032192,46.283666666666655,0.335
863,30.054671345228382,2.3712529470502663,46.154,0.621
865,30.09561450434125,1.9109865655577138,44.54190909090909,0.962
867,30.09216774284166,2.025356083378147,44.5666,0.596
869,33.78692932601776,3.3950804730771313,44.72,3.928
87,33.57830893831413,2.8119247212078498,44.13014285714286,2.525
870,30.60079620661992,2.2630546778066765,45.867166666666655,0.739
872,32.87643833450487,1.9398128943020878,44.5597,0.733
874,30.07065456598676,1.6930154908428545,44.090272727272726,0.16
875,30.026546122264865,2.542027367689889,44.46818181818182,1.847
877,32.34107254596754,2.9713963834505552,45.1214,1.009
879,30.09761527623433,2.7771032765509407,45.2219,2.112
88,31.16699102665857,2.045826975900919,44.50454545454546,0.55
881,30.906655422633843,2.2068494978609206,45.0043,0.582
883,30.67013979296737,1.747437323787128,44.708400000000005,0.229
884,30.598626319627837,2.4258939020535357,44.7083,1.269
886,29.937386659523437,2.5376264088780465,44.921800000000005,1.207
889,32.40049377711545,1.8323763955083028,44.370375,0.549
89,30.05708527559445,2.2108895254044465,44.3146,0.229
890,29.839226858567706,3.0283659301331345,44.93514285714286,1.514
892,29.819217784009382,2.170291101153709,43.929857142857145,0.733
893,30.60876602761982,3.328035403586027,45.64933333333334,2.795
895,30.47430670572409,2.7619431284449987,45.697,0.43
896,34.53492419676092,2.9228582470572606,45.921125,1.05
898,29.90244086258731,2.0622481383168374,44.430875,1.145
899,31.52751515574984,2.4574229404777626,45.045375,0.913
90,29.740348852211923,2.230418087213072,44.5435,0.802
900,31.335483229791166,7.183872715451984,32.579,9.059
901,29.89585122551279,5.240460049730955,41.2557,2.97
902,30.110403918252764,4.3133906590096815,43.1304,2.818
903,29.847989130657567,2.831835894538798,44.101699999999994,0.069
905,31.951504344892385,3.5168575722464457,42.938,3.345
906,34.659975581268604,3.10145772457193,44.014199999999995,1.649
907,30.058283110987432,2.704532713988715,44.428428571428576,1.242
908,33.380786791280194,4.281620618880526,46.0955,3.263
909,30.11714490961054,2.6982334229852087,46.118,1.194
91,30.056376051271606,2.766476432759502,45.337857142857146,1.463
911,29.9649204584117,1.932576663447933,44.80022222222222,0.413
913,33.05663038733199,1.9601098551421225,44.6285,0.962
915,34.30772360231899,2.9156088920233323,45.32916666666666,2.087
917,29.731205271179856,1.8794505130327168,44.12066666666666,0.618
918,29.856022193824863,2.715714185688471,44.7405,1.712
919,29.90221396671217,1.7718883310440596,44.8765,0.412
92,33.06873811943947,2.818614537492969,46.11816666666666,1.122
920,29.8296518089969,2.462798374932504,45.01283333333333,0.861
921,30.0553164416362,2.509617030533376,45.4975,0.668
922,33.71347173272415,2.0883771199291714,45.499,0.358
923,33.92171346512737,2.0315700169699915,45.516285714285715,0.716
925,34.47085527401195,2.1796768140141145,44.633428571428574,1.225
926,31.097128153245375,3.5265319826183075,46.27628571428572,2.315
927,34.70928309480216,2.1974842232169918,46.73314285714285,0.263
928,29.6517220578614,2.714367511031666,47.026857142857146,1.504
93,30.049772978620876,2.9292077202255036,46.551666666666655,1.074
930,34.68572841325404,2.1497963402004414,44.6667,1.966
932,28.40035504251706,2.1087136731334413,43.91028571428572,0.71
933,33.46095052512717,2.4254270941602774,44.51542857142857,0.778
934,30.073764496635732,2.811214539152811,45.16142857142857,1.339
935,29.973530150446344,2.7693719953358213,45.761428571428574,0.74
936,33.38021831578709,1.7650194028879518,45.65242857142857,0.549
937,34.514269676827986,1.9512165730458324,45.58883333333333,0.453
938,30.961755003763795,1.8470022449647399,45.182857142857145,0.426
939,29.93629270659082,2.1760588272728234,45.3422,0.263
940,25.234417278627546,2.6442372440481847,45.7098,0.74
941,35.02800448459566,2.9238453490846132,45.77514285714285,0.883
943,34.752792442136176,1.7233063529993193,45.4831,0.096
944,32.94405750113459,2.7915989703706865,45.814699999999995,1.456
946,33.40804278564352,2.4445450014538137,44.5489,2.525
947,31.317178126445736,2.5286028862584278,45.5236,0.191
948,30.04547098510231,1.8767606614640655,45.44288888888889,0.382
949,32.4436429536151,3.3070868815009122,46.257,3.04
95,35.06167677296405,2.8438019563538073,45.64466666666666,1.313
950,32.02522730893776,1.993421916545875,46.848777777777784,0.358
951,30.007652339633523,1.7998963194019604,45.843599999999995,0.238
953,29.670649711469974,3.0412222811931637,45.4676,2.047
954,33.883797985868036,2.9759098151292087,46.77409090909091,1.814
956,29.905729648247323,1.4332081010607258,44.62988888888889,0.091
957,30.0155734598068,3.382086173896923,45.300875,3.218
960,32.342669671558426,2.398632821217628,45.07442857142857,1.641
962,30.751496337471615,2.4297484317520315,44.70471428571428,1.039
964,30.518958280543785,3.272263033422928,45.30842857142857,2.675
966,30.00878199475031,3.1283430969115247,45.417142857142856,2.212
967,33.75491997834349,2.8178554729510514,46.792375,0.788
970,29.78717609506417,2.947530901210488,46.401900000000005,1.814
971,30.00263100474373,2.739116445721256,46.913333333333334,1.36
973,33.08971665811889,2.905751566065723,46.30028571428572,1.479
974,29.892203297281913,2.3720408059196965,46.941428571428574,0.931
976,33.89695688114986,1.9592314800663355,44.725,1.244
977,33.703717091709535,1.663095315198567,44.89711111111111,0.092
978,34.15820285162537,1.786562403914531,44.642199999999995,0.206
98,33.776185571984165,2.839320111965098,45.6845,2.156
980,29.644230695568154,2.9247473105437014,44.454699999999995,2.409
981,30.061738040136962,2.8582186394306204,45.36828571428572,1.05
984,30.78213603381268,1.944439688469094,44.47166666666666,0.916
985,31.04149624995432,2.156781343943706,44.91866666666666,0.392
987,30.269260573083287,3.546197923825466,45.101125,3.368
988,27.965240709386872,2.4179397096089756,45.71233333333333,0.382
989,29.980959213425063,2.1066130523175053,45.068333333333335,0.259
990,31.83392002471865,1.9758657416730099,44.76583333333333,0.366
991,31.05357965575471,1.9014753743231516,44.575,0.138
993,29.341490873862675,3.63647441974558,44.6373,4.193
995,33.8793100900217,1.6816855139202014,44.103142857142856,0.206
996,29.183915861739482,2.3112108505092053,44.0015,0.688
997,29.83144053646461,3.359788706062874,45.1278,2.689
998,29.44912442700174,2.2991127687966153,45.54933333333334,0.382
