phone_test_id,duration_s_est,P_total_W,avg_temp_C,delta_temp_C
380,30.467543814193697,2.0847987414859808,45.2536,0.732
381,29.94178425671547,1.7522930681137523,45.24677777777778,0.12
383,30.04603398105656,2.432968825306155,44.940400000000004,0.906
385,34.169677939043794,2.1006907682317095,45.213800000000006,0.072
387,31.360981306463334,1.7286140529291214,44.319199999999995,0.436
388,29.865396603185758,2.3325158518929285,44.6817,1.245
390,29.968479143779188,4.442675197537912,45.58822222222222,4.849
392,34.81311534448896,2.008956116335375,45.30554545454545,0.095
393,35.17626085441027,1.7151173983415542,44.34211111111111,0.229
394,34.062111516562126,2.979397297512071,45.194,2.085
395,33.22049169612714,2.8372472888770712,46.655,0.907
397,29.162051717827016,2.2684459118341245,45.6285,0.478
398,29.86924194390157,2.6915273628634586,45.86485714285715,1.997
4,29.953771999580184,3.9785430029203086,42.44611111111111,2.496
40,30.934193651138937,2.196256536252032,45.0383,0.142
400,33.97548801456308,2.0149270253500537,44.2735,1.351
402,29.73929861380241,2.8290083129584254,44.74475,2.561
404,29.721902442632516,1.8774712388517458,45.029,0.092
405,30.293584632897645,2.3693417886919277,45.011666666666656,0.652
407,34.548221349475085,3.252944076720393,44.773857142857146,3.204
408,34.57059828948311,2.7388757986524186,46.01728571428572,1.122
409,32.33586309285976,2.6331989579335415,46.43328571428572,1.145
411,34.67641480404578,1.8450500538058894,45.159333333333336,0.215
412,30.281558286556102,1.8172243145238196,44.871300000000005,0.275
416,29.87071001375904,1.5663610265189,41.77922222222222,0.137
417,32.91590797104959,4.828644530777982,43.70866666666666,5.545
419,34.16462897288435,2.9004538020491215,45.01114285714286,2.172
42,29.610971402455288,2.8424509569794445,45.641,1.545
420,30.06918475448856,2.1912277149504207,44.823,0.092
421,31.566745216220877,1.7084993283465488,44.204666666666654,0.115
423,32.36306725055729,2.7510986925525986,44.680142857142854,1.893
424,33.97260304265378,2.3213022534949026,44.5965,0.16
425,34.537075508798885,2.8471738139770415,44.91471428571428,1.723
427,30.052824786356172,3.1696473684978232,45.95614285714286,1.384
428,34.196772327358374,3.0187413014242908,46.770166666666654,1.073
429,33.40617275724741,2.2743278480925957,46.64485714285715,0.668
43,34.480959191625125,2.912511871896879,46.442181818181815,0.573
432,33.92152386439735,2.9277183830834477,45.18971428571428,2.295
433,29.943126229470142,2.8654588483000323,46.44014285714285,1.241
434,30.624997499930338,2.1698234261129703,46.2158,0.143
435,29.897321045346413,2.105343080891102,45.7576,0.287
437,29.942089038816423,1.8175659330064977,44.9017,0.16
438,29.985753541435553,1.8580396494959213,44.7805,0.526
439,29.66528992669103,1.9027551437888863,44.9596,0.251
44,32.63528690406265,2.71510657346081,46.5546,0.907
440,32.95842773196122,2.2398635517558754,45.045199999999994,0.75
442,34.73026480221168,2.818056803119087,44.97418181818182,1.448
443,29.84350862028663,1.941106011932575,45.37444444444444,0.358
445,32.87531616586984,3.2550872350574274,44.1475,1.581
446,29.83995998526683,2.985112582053735,43.830333333333336,0.389
447,29.969175964640158,3.1546825014991757,44.23533333333334,1.674
449,29.940210838963868,3.2554211967390754,43.494625,2.497
45,29.967915400452274,2.4190231129291675,46.3495,0.453
450,30.074799393392606,3.333645278512704,45.04757142857143,1.425
451,30.393201601405615,2.582510787424579,44.36485714285715,0.229
452,31.53913759748593,2.460259852069806,44.113,1.168
453,34.48518148320089,3.021643051255534,45.094857142857144,1.755
454,32.9343537740973,4.212984227707169,45.661,3.36
456,32.961986054316135,2.4184415001159096,44.773625,1.027
458,29.572366629884343,2.46666551625548,44.319714285714284,1.834
459,31.095734535605555,3.6252424869051163,45.43785714285715,2.255
461,33.68685574061323,2.434805896743716,44.44711111111111,1.539
462,32.728581853989894,4.063320573842333,44.942555555555565,3.356
464,30.077533625294333,2.174536543282144,45.04522222222222,0.562
465,31.75239471826321,2.831040266336073,45.295300000000005,1.234
467,33.23967246296938,2.3768004960943703,45.134699999999995,0.311
468,29.85134486584389,1.6272085635772853,44.4863,0.389
469,31.35506729113715,2.1433888620292176,44.147125,0.756
47,30.781163922382476,1.9956855483080553,44.96681818181818,0.323
470,29.992661105294477,2.9582817172677434,44.698666666666654,2.158
472,29.947633583920517,2.2978150780149678,44.5895,0.687
473,29.930622979270524,2.674885118677582,45.163428571428575,1.526
474,34.70803920386437,3.0295578319011653,45.66985714285715,1.194
477,25.241089255483224,2.0051714285272055,43.464,0.573
478,31.14927321801027,1.7107045364124178,43.285,0.298
479,29.720170282405057,3.206661270592417,44.39466666666666,2.937
481,30.12099191289805,2.289378556968155,44.03633333333334,0.916
482,31.173578162547397,2.5470261894860937,44.31754545454545,1.377
483,33.23666433956058,3.9658219505231687,45.116099999999996,4.21
485,34.125547354595476,1.6552563805952643,44.5229,0.207
486,32.39780828883767,1.591967812766213,43.51966666666666,0.687
487,33.00397253210572,2.6099427854088137,44.2135,1.145
488,33.51872783359902,2.656089468609187,44.97557142857143,1.61
489,30.578156980632283,2.168116542863962,45.3853,0.239
49,29.87236479222254,3.665146156373449,45.51314285714285,3.056
491,29.921946209369455,3.319861492461834,44.43333333333334,2.494
492,29.91138488715307,2.6848533527610794,45.700199999999995,1.336
494,34.25183997785391,1.7484132542578885,43.4212,0.549
496,25.268529840132256,3.277822988674773,44.78177777777778,2.891
499,29.216684644231876,3.314507315911988,43.48522222222222,4.093
5,29.121301527449315,4.095368982309562,44.370875,3.064
500,31.29742776794221,2.8084832290925124,44.67257142857143,0.596
502,32.44649714470146,5.533533533659724,34.26533333333334,5.298
503,33.145153631197644,4.198879436449643,40.4897,2.783
504,29.99311799354013,3.1114369976505767,40.532,1.014
505,29.212325926105425,5.289494694495226,42.389,4.565
506,34.796083706854546,2.97450046022309,43.26542857142857,0.916
507,30.104455761646832,3.4520725710111626,43.674571428571426,1.557
508,34.06475366136933,4.0856227930933295,45.333166666666656,2.577
51,29.71250439625537,2.6981484943458205,44.377,1.722
510,29.87645712014909,2.4235656091621167,45.135333333333335,0.937
511,31.03893804906096,2.216662596228273,44.7255,0.765
513,28.884871202456587,4.202435633144742,44.4446,4.613
514,30.808274364582637,2.305010860382281,44.7794,0.251
516,30.02532292484816,2.793757729432454,44.77333333333333,1.341
517,33.81691037549252,2.1767694973502705,44.9108,0.947
