model,equation,n,K_etaRth_K_per_W,tau_s,r2,rmse_C,K_95CI_low,K_95CI_high,tau_95CI_low,tau_95CI_high,assumed_eta_device_heat,R_th_K_per_W_est,C_th_J_per_K_est,data_source,temp_cols,power_def,duration_def
first_order_thermal_from_deltaT,"ΔT = (η R_th) * P * (1-exp(-t/τ)),  τ=R_th*C_th",688,0.6384672836267683,12.656039928864375,0.4978353952759731,0.9215034124962418,0.399173580606194,0.8777609866473426,-8.018159590518755,33.330239448247504,0.95,0.6720708248702825,18.831408031002,MCM_Sim/26A/data/open_data/material/res_test/aggregated.csv,"AVG_SOC_TEMP, DIFF_SOC_TEMP (m°C -> °C)",P_total = sum(*_ENERGY_AVG_UWS) * 1e-6,estimate_duration_s ≈ sum(ENERGY_UW)/sum(ENERGY_AVG_UWS)
