scenario_id,scenario_title_zh,容量,R0,R1,V_cut,SOC_min,SOH,α_R,η_PMIC,基础,屏幕,CPU,GPU,GPS,后台基线,无线状态,无线数据,尾态时长,弱信号惩罚,后台唤醒频率,交互项
S0_standby,待机/轻后台,0.03474605223092813,-0.8771475652548535,-0.05693485474902627,0.1415669835113727,0.04236343684149909,0.49893232897425044,-0.6923931612642688,0.29529571959614376,-0.46530926743020323,-0.44785288725309785,-0.06348215962046395,-0.019344008674748354,0.006550994818049688,-0.3073387751978039,-0.47852216207404086,-0.07729712149984459,0.05120120166040386,0.00863804784879115,-0.39556415019983243,-0.555016550536537
S1_video,视频播放/视频流,0.051899179736795566,-0.8912627818361897,0.01292248158395874,0.3477382251604403,0.45269459724461253,0.6152282558472167,-0.7384354766660721,0.2654357520297511,-0.2554362382549417,-0.24453943838249761,-0.4045912262224897,-0.041544372988716084,0.17033017180373144,-0.19804376468444831,-0.2456732572633968,-0.8443276016404956,-0.03334261449085654,-0.007767342237833466,-0.06627435783867723,-0.31900103457910356
S2_navigation,导航（GPS + 地图数据）,0.02232114506426315,-0.9019513642719866,-0.020661636218156927,0.3402089846140894,0.33033381459851485,0.6400653023975531,-0.743360860808675,0.31332190760455647,-0.20796449271613485,-0.3315534839028093,-0.5260111140921435,-0.11856997656339932,-0.03503174564558216,-0.20673431185231728,-0.5739331948660837,-0.4153204841269549,-0.007571830602975886,-0.05647229293836394,-0.0886129678838984,-0.3198171299006402
S3_gaming,游戏（高 CPU/GPU 负载）,0.05562138327602123,-0.9051873006400524,0.03740437560535217,0.2639928684970548,0.2391614600206072,0.6397290261130201,-0.7436944972186897,0.2586759892967529,-0.11261917068422399,-0.13052758450414445,-0.8408671173301316,-0.2658024951636125,0.07890888178842867,-0.210117322289244,-0.15134933782024027,-0.020694455447301932,0.0030811612264285988,0.001089752089321396,-0.16465455156159967,-0.512440858131524
S4_mixed_day,混合使用（标准一天）,0.1566667813792547,-0.9206359469122553,-0.0031364360151958665,-0.016360416222002152,-0.052180190620848124,0.7492868392994928,-0.7638987020305664,0.26367817531807103,-0.30044039147474755,-0.26560336920776617,-0.47053909155917834,-0.05188961799102346,0.11579236163502928,-0.2780113038158504,-0.39350773306917375,-0.8947806285193464,-0.03278459834430589,0.06360470419345353,-0.08504945607927594,-0.365047263285803
S5_burst_recovery,高负载→休止：恢复效应演示,0.03897870099787743,-0.8944375686820146,0.05335149481718764,0.18786678989308986,0.2129827058454506,0.6145253802354176,-0.7271553865195605,0.2247338890658023,-0.04934520497199171,-0.17426775197353558,-0.8596186923068246,-0.28725024506896457,0.03087984460985345,-0.215368880071078,-0.10217105931856532,-0.010655622492098707,0.042015604121862775,-0.024702407657197674,-0.14513492565523695,-0.42790571252233395
