n_phone_tests,n_states,n_cells,power_w_min,power_w_max,frac_usage_phone,frac_aging_state,frac_interaction,frac_seed_within,group,q1_power_w,q2_power_w
24,6,144,0.8665902102946526,7.44759757019374,0.9199367690239102,0.06405976725106227,0.015965319835370372,3.81438896571569e-05,overall,1.9741897967677202,2.549990956332836
8,6,48,0.8665902102946526,1.9334875614170888,0.8973404418165503,0.08698815201714667,0.01564315100071479,2.8255165588292847e-05,low,1.9741897967677202,2.549990956332836
8,6,48,1.994540914443036,2.5032109275368475,0.8788910576517773,0.10561453065611227,0.01547332983641173,2.108185569872564e-05,mid,1.9741897967677202,2.549990956332836
8,6,48,2.6435510139248137,7.44759757019374,0.9066934351580485,0.07730156467352417,0.015855346013364958,0.00014965415506236794,high,1.9741897967677202,2.549990956332836
