sample_idx,scenario_id,scenario_title_zh,soc0,tte_h,status,soc_end,temp_peak_C
15,S2_navigation,导航（GPS + 地图数据）,1.0,7.572222222222222,soc_min,0.0997845556379826,27.296125097857633
16,S2_navigation,导航（GPS + 地图数据）,1.0,9.162314853450164,cutoff,0.0599621828001203,27.268367443905134
17,S2_navigation,导航（GPS + 地图数据）,1.0,7.416666666666667,soc_min,0.0998855093838183,27.424031973552697
18,S2_navigation,导航（GPS + 地图数据）,1.0,9.112908289388614,cutoff,0.062909955695337,26.84228034724953
19,S2_navigation,导航（GPS + 地图数据）,1.0,7.408868441919349,cutoff,0.0750581773615108,27.54868322168425
20,S2_navigation,导航（GPS + 地图数据）,1.0,8.008333333333333,soc_min,0.0999783243167918,27.336973178454272
21,S2_navigation,导航（GPS + 地图数据）,1.0,5.655555555555556,cutoff,0.0767998813541218,28.890683886691047
22,S2_navigation,导航（GPS + 地图数据）,1.0,9.651920927069748,cutoff,0.0715924935051571,26.909065770120996
23,S2_navigation,导航（GPS + 地图数据）,1.0,5.861111111111111,cutoff,0.0669101719998518,28.621143170658687
24,S2_navigation,导航（GPS + 地图数据）,1.0,7.061111111111111,cutoff,0.0587975233932801,27.84520507511741
25,S2_navigation,导航（GPS + 地图数据）,1.0,6.996895919399368,cutoff,0.0690826126172102,28.11924056343197
26,S2_navigation,导航（GPS + 地图数据）,1.0,7.619238444484648,cutoff,0.0642423693363886,27.9945057976249
27,S2_navigation,导航（GPS + 地图数据）,1.0,8.655555555555555,cutoff,0.0468310156986645,27.193195298622097
28,S2_navigation,导航（GPS + 地图数据）,1.0,9.9,cutoff,0.0591990961118358,26.620349754938516
29,S2_navigation,导航（GPS + 地图数据）,1.0,8.343897731849012,cutoff,0.0625228694772972,27.40615591339875
30,S2_navigation,导航（GPS + 地图数据）,1.0,9.622222222222222,cutoff,0.0406183397240368,26.885358616963376
31,S2_navigation,导航（GPS + 地图数据）,1.0,7.3,cutoff,0.0467042241576155,27.52393346066119
32,S2_navigation,导航（GPS + 地图数据）,1.0,7.894472752334672,cutoff,0.0621294382624603,27.74015708196293
33,S2_navigation,导航（GPS + 地图数据）,1.0,9.208333333333334,cutoff,0.0616787147642207,27.05954534294867
34,S2_navigation,导航（GPS + 地图数据）,1.0,7.199258222379265,cutoff,0.0646195556612857,28.100066187407354
35,S2_navigation,导航（GPS + 地图数据）,1.0,8.455555555555556,cutoff,0.0555597018219773,27.56169135629751
36,S2_navigation,导航（GPS + 地图数据）,1.0,6.7444444444444445,cutoff,0.0694853844008997,28.6589324185624
37,S2_navigation,导航（GPS + 地图数据）,1.0,7.522222222222222,soc_min,0.0998945116514876,27.67848680389364
38,S2_navigation,导航（GPS + 地图数据）,1.0,5.780555555555556,soc_min,0.0995370641112622,28.36100144338828
39,S2_navigation,导航（GPS + 地图数据）,1.0,6.641666666666667,cutoff,0.059364674048025,28.048405610207833
40,S2_navigation,导航（GPS + 地图数据）,1.0,7.407403522386009,cutoff,0.0604454007287351,28.29276562148153
41,S2_navigation,导航（GPS + 地图数据）,1.0,7.613888888888889,cutoff,0.0623589967572144,27.8173184405242
42,S2_navigation,导航（GPS + 地图数据）,1.0,7.513358201181024,cutoff,0.0466197036059941,28.19965846740355
43,S2_navigation,导航（GPS + 地图数据）,1.0,7.163888888888889,cutoff,0.055660012211647,27.688159441276984
44,S2_navigation,导航（GPS + 地图数据）,1.0,5.522222222222222,soc_min,0.0999464355573951,28.75744409943345
45,S2_navigation,导航（GPS + 地图数据）,1.0,6.072222222222222,soc_min,0.0995884770473752,28.011796745767935
46,S2_navigation,导航（GPS + 地图数据）,1.0,6.333333333333333,soc_min,0.0998300008264612,28.42248509092751
47,S2_navigation,导航（GPS + 地图数据）,1.0,8.858333333333333,cutoff,0.0602489749520745,26.995682474387884
48,S2_navigation,导航（GPS + 地图数据）,1.0,8.488888888888889,soc_min,0.0997027514006141,27.317743377450256
49,S2_navigation,导航（GPS + 地图数据）,1.0,7.680555555555555,cutoff,0.0615894375192814,27.432947278974257
50,S2_navigation,导航（GPS + 地图数据）,1.0,7.116666666666666,cutoff,0.0537289330676568,27.728739398676048
51,S2_navigation,导航（GPS + 地图数据）,1.0,7.033897796601796,cutoff,0.0775571013017037,28.246670489704183
52,S2_navigation,导航（GPS + 地图数据）,1.0,6.216187650514045,cutoff,0.0647189206928446,28.569081857909403
53,S2_navigation,导航（GPS + 地图数据）,1.0,7.072222222222222,cutoff,0.0729297948918519,27.868502966224117
54,S2_navigation,导航（GPS + 地图数据）,1.0,6.636111111111111,cutoff,0.0464260384299565,27.971676224885226
55,S2_navigation,导航（GPS + 地图数据）,1.0,8.405555555555555,cutoff,0.0748836932357811,27.1338127151158
56,S2_navigation,导航（GPS + 地图数据）,1.0,7.373698166199362,cutoff,0.0446570287242399,27.601557440344124
57,S2_navigation,导航（GPS + 地图数据）,1.0,6.734407870029483,cutoff,0.0667091735668542,28.399139965347384
58,S2_navigation,导航（GPS + 地图数据）,1.0,5.886111111111111,soc_min,0.0999664776916949,28.26123565403177
59,S2_navigation,导航（GPS + 地图数据）,1.0,6.397815384166748,cutoff,0.0545027781943122,28.206083145507566
60,S2_navigation,导航（GPS + 地图数据）,1.0,8.372222222222222,cutoff,0.0571141918701796,27.54114930703431
61,S2_navigation,导航（GPS + 地图数据）,1.0,6.910162994486576,cutoff,0.0767979221681984,27.727921622739583
62,S2_navigation,导航（GPS + 地图数据）,1.0,8.6542841778135,cutoff,0.05727629652037,27.425866887397163
63,S2_navigation,导航（GPS + 地图数据）,1.0,6.2027777777777775,soc_min,0.0996302345075481,28.47451084149962
64,S2_navigation,导航（GPS + 地图数据）,1.0,7.0612177429911975,cutoff,0.0568898813753629,27.96526185043598
65,S2_navigation,导航（GPS + 地图数据）,1.0,6.905555555555556,soc_min,0.0997086178784684,28.405615981081993
66,S2_navigation,导航（GPS + 地图数据）,1.0,8.094444444444445,soc_min,0.0997815225532293,27.613581904816936
67,S2_navigation,导航（GPS + 地图数据）,1.0,7.591666666666667,cutoff,0.0666399803260895,27.660006583721582
