scenario_id,prior_mode,dt_s,soc0,n_samples,seeds_per_sample,seed,var_between_param_h2,var_within_usage_h2,var_total_h2,frac_param,frac_usage
S4_mixed_day,default,10.0,1.0,120,6,7,10.221682677136295,0.0013099624298445398,10.22299263956614,0.9998718611588572,0.00012813884114271787
S3_gaming,default,10.0,1.0,120,6,107,0.3867739542561512,8.254530802277662e-06,0.38678220878695346,0.9999786584527035,2.134154729651592e-05
S4_mixed_day,tight,10.0,1.0,120,6,1007,1.307045760168264,0.0012143065846209852,1.308260066752885,0.9990718156003684,0.0009281843996315706
S3_gaming,tight,10.0,1.0,120,6,1107,0.03824533707675809,5.17387095218057e-06,0.03825051094771027,0.9998647372067982,0.00013526279320172805
