param,param_zh,baseline_value,low_value,high_value,tte_base_h,tte_low_h,tte_high_h,delta_low_h,delta_high_h,span_h,scenario,soc0,dt_s,n_seeds,seed0
soh,SOH,0.9,0.855,0.9450000000000001,29.90306507789108,26.972224966605367,32.651067668233324,-2.930840111285711,2.748002590342246,5.678842701627957,S4_mixed_day,1.0,5.0,30,2026
eta_pmic,η0,0.93,0.8835,0.9765000000000001,29.90306507789108,26.97226544752276,32.6493741427998,-2.9307996303683197,2.746309064908722,5.677108695277042,S4_mixed_day,1.0,5.0,30,2026
cpu_scale,k_cpu,1.0,0.95,1.05,29.90306507789108,30.464413856785608,29.336569481356005,0.5613487788945299,-0.5664955965350735,1.1278443754296035,S4_mixed_day,1.0,5.0,30,2026
screen_scale,k_b,1.0,0.95,1.05,29.90306507789108,30.207808863069236,29.592932045603277,0.30474378517815737,-0.3101330322878013,0.6148768174659587,S4_mixed_day,1.0,5.0,30,2026
rrc_data_scale,"b_{q,m}",1.0,0.95,1.05,29.90306507789108,30.030851218940025,29.771084642779797,0.12778614104894714,-0.13198043511128077,0.2597665761602279,S4_mixed_day,1.0,5.0,30,2026
rrc_tail_scale,τ_m,1.0,0.95,1.05,29.90306507789108,30.031290843589762,29.898070389775906,0.1282257656986836,-0.004994688115171897,0.1332204538138555,S4_mixed_day,1.0,5.0,30,2026
gpu_scale,k_gpu,1.0,0.95,1.05,29.90306507789108,29.929206929344982,29.872780128813996,0.026141851453903797,-0.03028494907708179,0.05642680053098559,S4_mixed_day,1.0,5.0,30,2026
hA,hA,0.4,0.38,0.42000000000000004,29.90306507789108,29.90661616557321,29.90162214217334,0.0035510876821334136,-0.001442935717737015,0.004994023399870429,S4_mixed_day,1.0,5.0,30,2026
alpha_r,α_R,1.5,1.4249999999999998,1.5750000000000002,29.90306507789108,29.906463268405176,29.90167627219627,0.003398190514097621,-0.0013888056948090366,0.0047869962089066576,S4_mixed_day,1.0,5.0,30,2026
