model,equation,n,P_idle_W,e_per_mb_J,E_tail_J,P_conn_W_est,tau_tail_s_est,r2,rmse_J,data_source,radio_energy_cols,radio_power_cols,tail_tau_def
energy_balance_with_tail,E_radio = P_idle*t + e_per_mb*bytes_MB + E_tail,1000,0.19520797904815274,0.15044778937448428,0.18211655870223756,0.20479770818076748,18.990792772535954,0.4919481783285462,0.665152255187251,MCM_Sim/26A/data/open_data/material/res_test/aggregated.csv,WLANBT_ENERGY_UW + CELLULAR_ENERGY_UW + CELLULAR_ENERGY_UW.1 (uW*s -> J),WLANBT_ENERGY_AVG_UWS + CELLULAR_ENERGY_AVG_UWS + CELLULAR_ENERGY_AVG_UWS.1 (uW -> W),tau_tail = E_tail / (P_conn - P_idle)
