scenario_id,n_eff,q05_h,q25_h,q50_h,q75_h,q95_h
S1_standby_light,51.80866275187704,9.179049525939297,9.466954233726746,9.70707002720687,11.118743280475451,14.474173891202106
S2_browse_social,187.01382046734943,6.202711014337428,6.7864538425418965,7.318902713547981,8.287548959355664,9.163429706666587
S3_video_streaming,171.13791076982906,4.903719561892489,5.483386847560456,6.573147713873663,7.716646549380557,8.838881724312714
S4_gaming,54.893024725162896,2.2005021303482937,3.296531661778442,3.570277124756354,4.2373146545031215,4.706223137536391
S5_nav_call,51.77600204907242,2.783031837852598,3.7693151766319244,4.357435028199065,4.7897675769309815,5.288841697881535
