phone_test_id,brightness_pct,brightness_nits,apl,obs_screen_w,obs_total_w
214,76.0,380.0,0.6601307189542484,0.6190680151756764,4.38407945769548
215,16.0,80.0,0.3581699346405229,0.19692517746334945,1.9517053663954718
216,59.0,295.0,0.2065359477124183,0.1701299758720091,1.3548766478107532
217,4.0,20.0,0.4875816993464052,0.1525230999485256,1.9266612892151158
218,14.0,70.0,0.4562091503267974,0.17137499207037576,2.4201443065789183
219,13.0,65.0,0.5032679738562091,0.19389399203169466,2.053271019553457
22,87.0,435.0,0.28104575163398693,0.26388854210948287,2.216206624626949
220,16.0,80.0,0.5359477124183006,0.20695039753596461,3.1521517409811874
221,87.0,435.0,0.3712418300653595,0.3433146253990037,1.6812588302049947
222,82.0,410.0,0.12026143790849673,0.19402912739080067,1.5922214080050083
223,13.0,65.0,0.20261437908496732,0.14734266776227659,2.433515138328006
224,77.0,385.0,0.4915032679738562,0.49323750492505347,2.5602442926229165
225,78.0,390.0,0.7150326797385621,0.5675854463206134,3.1429250626307073
226,37.0,185.0,0.5973856209150327,0.3188005558820178,2.1213354445239014
227,74.0,370.0,0.6235294117647059,0.5156927981332791,1.7464000094151215
228,10.0,50.0,0.46013071895424834,0.18192287259294884,2.4420881815805
229,16.0,80.0,0.8392156862745098,0.29007558863745025,1.8150241185338645
23,43.0,215.0,0.6196078431372549,0.35082355387628517,2.757105146525503
230,56.0,280.0,0.5790849673202614,0.3754069641354629,2.499000181701663
231,97.0,485.0,0.32026143790849676,0.37013424439347387,1.7871722479421819
232,41.0,205.0,0.734640522875817,0.5150359410392281,1.3748023773331224
233,87.0,435.0,0.5045751633986928,0.4377546743469666,6.951172998276081
234,40.0,200.0,0.43137254901960786,0.34837021912025445,6.12417966141494
235,81.0,405.0,0.5294117647058824,0.38772489991209874,3.3596546129732117
236,44.0,220.0,0.7241830065359477,0.5086658846413481,3.866825900551926
237,62.0,310.0,0.4143790849673203,0.26038283577132026,4.5167510891032485
238,91.0,455.0,0.26143790849673204,0.2564978682541871,3.191055399182309
239,86.0,430.0,0.7176470588235294,0.8109212833212933,4.488307046147847
24,95.0,475.0,0.3254901960784314,0.38369083023586004,1.8194380748491312
240,37.0,185.0,0.5411764705882353,0.3442571469848194,1.8485784168886263
241,82.0,410.0,0.6509803921568628,0.495483462978606,1.8754303235957814
242,21.0,105.0,0.40784313725490196,0.21022326514581374,4.088267273385073
243,78.0,390.0,0.6261437908496732,0.5503802482720624,2.6148212957572814
244,63.0,315.0,0.473202614379085,0.306875276466545,2.086752420253981
245,81.0,405.0,0.33725490196078434,0.31971691911867023,1.8877948906609971
246,94.0,470.0,0.5294117647058824,0.6853993233160995,3.1675868079489353
247,53.0,265.0,0.4065359477124183,0.2960200057095741,1.9477511091436286
248,87.0,435.0,0.465359477124183,0.35972571256507474,2.179479938042476
249,22.0,110.0,0.5555555555555555,0.2482372536469764,1.7364517172611427
25,36.0,180.0,0.6418300653594771,0.4120332810283952,2.0292718350290913
250,53.0,265.0,0.5712418300653594,0.3528909014741473,1.880353956430237
