sample_idx,scenario_id,scenario_title_zh,soc0,tte_h,status,soc_end,temp_peak_C
41,S1_video,视频播放/视频流,1.0,10.232475016116345,cutoff,0.0609795551906805,26.48565672061623
42,S1_video,视频播放/视频流,1.0,9.74072708556521,cutoff,0.0426967633900201,26.89614323571474
43,S1_video,视频播放/视频流,1.0,9.47728421854722,cutoff,0.0530843614652657,26.386177264837773
44,S1_video,视频播放/视频流,1.0,8.25,soc_min,0.0999063953165517,26.77957907288849
45,S1_video,视频播放/视频流,1.0,9.188888888888888,soc_min,0.0998560933947236,26.244864122939003
46,S1_video,视频播放/视频流,1.0,8.311111111111112,soc_min,0.0999688895317679,26.97681356782351
47,S1_video,视频播放/视频流,1.0,11.712159884575144,cutoff,0.058072054408657,25.944825621963485
48,S1_video,视频播放/视频流,1.0,9.9375,soc_min,0.0999998168810855,26.588417385341465
49,S1_video,视频播放/视频流,1.0,10.554474718793433,cutoff,0.0577517031999556,26.147476969062566
50,S1_video,视频播放/视频流,1.0,10.289528050984243,cutoff,0.0499115436111599,26.173813431196265
51,S1_video,视频播放/视频流,1.0,11.376468977236264,cutoff,0.0727353646801403,26.188606873764897
52,S1_video,视频播放/视频流,1.0,8.974720045933912,cutoff,0.062673812874848,26.74970474610835
53,S1_video,视频播放/视频流,1.0,10.512846487734237,cutoff,0.0700716715475556,26.169501575697748
54,S1_video,视频播放/视频流,1.0,9.557377511208037,cutoff,0.0445367856638358,26.368611846880185
55,S1_video,视频播放/视频流,1.0,10.72337439645904,cutoff,0.0721485482155887,26.12157338738361
56,S1_video,视频播放/视频流,1.0,9.956159195989288,cutoff,0.0413663779698936,26.28880792109489
57,S1_video,视频播放/视频流,1.0,9.39272224616952,cutoff,0.0619628402737582,26.7986523796519
58,S1_video,视频播放/视频流,1.0,8.159722222222221,soc_min,0.0999315153575355,26.64274486750629
59,S1_video,视频播放/视频流,1.0,8.551620678455723,cutoff,0.052630382302564,26.826456022375883
60,S1_video,视频播放/视频流,1.0,11.036250027503272,cutoff,0.0561563757011664,26.29263697809852
61,S1_video,视频播放/视频流,1.0,9.466177499132606,cutoff,0.0720734541105431,26.255196547764378
62,S1_video,视频播放/视频流,1.0,11.210737410324043,cutoff,0.0546528536486782,26.324869476817423
63,S1_video,视频播放/视频流,1.0,8.644444444444444,soc_min,0.099963958255195,26.81058430494362
64,S1_video,视频播放/视频流,1.0,9.865823798961364,cutoff,0.053705831621995,26.47880940337107
65,S1_video,视频播放/视频流,1.0,9.184722222222222,soc_min,0.0999475969825735,26.877413702868303
66,S1_video,视频播放/视频流,1.0,10.933333333333334,soc_min,0.099949613631993,26.29026457405591
67,S1_video,视频播放/视频流,1.0,10.199873127998904,cutoff,0.0643913997717003,26.392885522272437
