t_s,t_h,step_index,i_A,v1_V,v2_V,v1_plus_v2_V
124328.94575599529,34.53581826555425,10,-0.0,-2.1527373085538548e-13,-0.006668576856169975,-0.006668576856385249
124329.96144228656,34.536100400635156,10,-0.0,-2.1418335858786976e-13,-0.006668116922107137,-0.006668116922321321
124330.97699722096,34.53638249922805,10,-0.0,-2.1309840035698542e-13,-0.006667656973546267,-0.006667656973759366
124331.99261543782,34.536664615399395,10,-0.0,-2.1201907729573456e-13,-0.006667197116189555,-0.006667197116401574
124333.0082846616,34.536946745739336,10,-0.0,-2.109451541571425e-13,-0.006666737261896243,-0.006666737262107188
124334.0238426486,34.53722884518017,10,-0.0,-2.0987661714903317e-13,-0.006666277416227644,-0.006666277416437521
124335.03946635914,34.53751096287754,10,-0.0,-2.088136089251461e-13,-0.006665817652634811,-0.006665817652843625
124336.05515037976,34.537793097327715,10,-0.0,-2.0775591648033131e-13,-0.00666535789099992,-0.006665357891207676
124337.07072415604,34.538075201154456,10,-0.0,-2.0670351917715258e-13,-0.006664898133777301,-0.006664898133984004
124338.08630541596,34.53835730705999,10,-0.0,-2.0565656620401612e-13,-0.0066644384581652,-0.006664438458370857
124339.10193301116,34.538639425836436,10,-0.0,-2.0461490838959886e-13,-0.006663978810869822,-0.006663978811074437
124340.11764762292,34.53892156878414,10,-0.0,-2.0357847944467317e-13,-0.00666351917430742,-0.006663519174510998
124341.13320402596,34.53920366778499,10,-0.0,-2.0254721216325546e-13,-0.006663059530071173,-0.006663059530273721
124342.1487987243,34.539485777423415,10,-0.0,-2.015213283834685e-13,-0.006662599989128054,-0.006662599989329575
124343.16444694584,34.5397679019294,10,-0.0,-2.005006022234608e-13,-0.006662140462551871,-0.006662140462752372
124344.18004742858,34.54005001317461,10,-0.0,-1.994849927605768e-13,-0.006661680943454565,-0.00666168094365405
124345.19566633216,34.540332129536715,10,-0.0,-1.9847457510869643e-13,-0.006661221477649117,-0.0066612214778475915
124346.21125555687,34.54061423765469,10,-0.0,-1.9746925716700283e-13,-0.006660762035200821,-0.006660762035398291
124347.22696934156,34.54089638037266,10,-0.0,-1.9646906053955222e-13,-0.006660302637866154,-0.006660302638062623
124348.24250139904,34.541178472610845,10,-0.0,-1.9547380824208793e-13,-0.006659843215878109,-0.006659843216073583
124349.25828520798,34.541460634779995,10,-0.0,-1.9448377430388433e-13,-0.006659383907769928,-0.0066593839079644125
124350.2735406922,34.541742650192276,10,-0.0,-1.9349851111261675e-13,-0.006658924517487583,-0.006658924517681082
124351.2890078983,34.542024724416194,10,-0.0,-1.9251874786857536e-13,-0.006658465397806974,-0.0066584653979994924
124352.28911375324,34.542302531598125,10,-0.0,-1.915437428022244e-13,-0.006658006214046615,-0.006658006214238159
124353.28928654476,34.542580357373545,10,-0.0,-1.905883135258831e-13,-0.006657554007481765,-0.006657554007672353
124354.28928840594,34.54285813566832,10,-0.0,-1.8963758650762834e-13,-0.006657101801367555,-0.0066571018015571925
124355.30493086817,34.54314025857449,10,-0.0,-1.88691763343124e-13,-0.006656649703243407,-0.006656649703432099
124356.3049620122,34.54341804500339,10,-0.0,-1.8773597540853548e-13,-0.006656190565473043,-0.006656190565660779
124357.32051861072,34.54370014405853,10,-0.0,-1.867996092364247e-13,-0.006655738515996446,-0.006655738516183245
124358.33614132881,34.543982261480224,10,-0.0,-1.858534854960283e-13,-0.006655279479884027,-0.00665527948006988
124359.35177584122,34.54426438217811,10,-0.0,-1.8491209265837126e-13,-0.00665482044554738,-0.006654820445732292
124360.351787597,34.54454216322139,10,-0.0,-1.839754573537025e-13,-0.006654361437541521,-0.006654361437725497
124361.36736464644,34.544824267957345,10,-0.0,-1.8305786517217e-13,-0.006653909521050053,-0.006653909521233111
124362.382981535,34.54510638375972,10,-0.0,-1.8213067441564346e-13,-0.006653450601839569,-0.006653450602021699
124363.39862427289,34.54538850674247,10,-0.0,-1.8120814379795722e-13,-0.006652991696280032,-0.006652991696461241
124364.39864689572,34.54566629080436,10,-0.0,-1.802902626922272e-13,-0.006652532810693605,-0.006652532810873896
124365.4142067674,34.54594839076872,10,-0.0,-1.7939104096402182e-13,-0.00665208101347993,-0.006652081013659321
124366.41421420744,34.54622617061318,10,-0.0,-1.7848243805522672e-13,-0.006651622228141248,-0.006651622228319731
124367.4298163042,34.54650828230672,10,-0.0,-1.7759224657520846e-13,-0.006651170499626692,-0.006651170499804284
124368.42983639071,34.54678606566409,10,-0.0,-1.7669271712819034e-13,-0.006650711758012798,-0.0066507117581894905
124369.42984547988,34.54706384596663,10,-0.0,-1.7581144086780753e-13,-0.00665026008561882,-0.006650260085794632
124370.44542401802,34.547345951116114,10,-0.0,-1.7493456969825926e-13,-0.006649808448866039,-0.006649808449040974
