test_id,duration_s,soc0,temp_c,brightness_nits,cpu_load,gpu_load,gps_on,obs_total_w,obs_screen_w,obs_cpu_w,obs_gpu_w,obs_radio_w,obs_gps_w,obs_background_w,obs_base_w,obs_other_w,pred_base_w,pred_screen_w,pred_cpu_w,pred_gpu_w,pred_radio_w,pred_gps_w,pred_background_w,pred_interaction_w,pred_other_w,pred_total_w
126.0,29.18142121213053,0.35,42.712,145.0,0.21482578074403658,0.15386111111111112,0.0,1.083870410905555,0.3210674702145704,0.2727021998714712,0.034707352739788894,0.20476555235313024,0.0004399967140890317,0.12435354657182193,0.20588694672481067,0.0,0.34999999999999976,0.25667289502554885,0.620708055953122,0.05726506615491521,0.19968141728608252,0.0,0.12257012842023012,0.14999999999999997,0.0,1.7568975628398995
531.0,32.64296929804849,0.76,45.279,220.0,0.43085077641824243,0.6818644444444445,0.0,3.1319777029631948,0.5112351224511508,1.6430262293990192,0.26051804438699866,0.20925542872554298,0.0005141411518722677,0.3241633707356016,0.4480192266545026,0.0,0.34999999999999976,0.31381432241976104,1.2448810701873085,0.2537809082348153,0.18766227629451696,0.0,0.4591903404148324,0.15,0.0,2.9593289175512347
378.0,30.183287799810962,0.82,45.5334,45.0,0.3583157330367075,0.6165977777777778,0.0,2.546145354002201,0.17436240306944523,1.4835062345520793,0.20783408178086782,0.21942074854866211,0.0005056898978053275,0.3033170868068353,0.4016842977425975,0.0,0.3499999999999998,0.18048432516659893,1.0353015420231702,0.22948951999910688,0.1936958470032029,0.0,0.459111002148736,0.14999999999999997,0.0,2.598082236340815
379.0,30.032348819887837,0.81,45.624,135.0,0.3418323182548511,0.7057922222222223,0.0,1.8432307220453608,0.34305173090697416,0.6616875770246798,0.24585596955889483,0.21458599800065983,0.0005288289465180157,0.20831565636613347,0.329671548200509,0.0,0.34999999999999976,0.24905403803965398,0.9876750964947087,0.2626865099654242,0.1940792437625802,0.0,0.25249730716867325,0.15,0.0,2.4459921954310406
894.0,32.77279552477283,0.52,46.09571428571428,315.0,0.41930603584229387,0.7878855555555555,0.0,2.2550840359082334,0.3940904139188412,0.987128866961351,0.2752979190479788,0.2113410637118424,0.00047712614280317334,0.22413921511900262,0.3357607840114851,0.0,0.34999999999999976,0.38619346378576397,1.2115242102491695,0.293240560500104,0.03418154724007176,0.0,0.25228848344485316,0.011109578143749643,0.0,2.538537843363713
808.0,29.806897646133393,0.97,45.03466666666666,200.0,0.43209306519589663,0.6777333333333333,0.0,2.0942227447175314,0.2963480192089589,0.9725804568222391,0.21526052062061637,0.22514759558355082,0.0005116495727948991,0.22291160132624863,0.32280572472158464,0.0,0.34999999999999976,0.2985766084479716,1.2484704841274765,0.2522433634363752,0.2019382975815746,0.0,0.25083873203769136,0.14999999999999997,0.0,2.7520674856310916
139.0,24.145065536381797,0.28,44.8175,370.0,0.32104614806575205,0.5911122222222223,0.0,1.6760276727774086,0.4366329358657675,0.5564133703601744,0.16367625676109643,0.1896063691353848,0.00044650614749397856,0.17061010607867874,0.2814870625831612,0.0,0.34999999999999976,0.4280971772081864,0.9276164608686654,0.2200041340276658,0.18635744709745164,0.0,0.12000000000000008,0.14999999999999994,0.0,2.382075219201971
191.0,29.756721505361384,0.8,44.9875,45.0,0.33327185576566554,0.6692711111111111,0.0,1.621374585614453,0.2079616996039326,0.605669538863049,0.23349247846902307,0.20304982968101182,0.0004985810134756964,0.2039630889998708,0.31953689581395345,0.0,0.3499999999999998,0.18048432516659893,0.9629408769270251,0.24909383649045852,0.18952935418091194,0.0,0.25504087790628993,0.14999999999999997,0.0,2.337089270671284
783.0,32.304835958589045,0.76,44.18755555555556,105.0,0.5336483999505623,0.93929,0.0,3.1218107446599377,0.3020521321462326,1.632760465774451,0.40608416064421005,0.23441992910665005,0.0005292983478885486,0.31066910776908246,0.4874715463990019,0.0,0.34999999999999976,0.2261974670819688,1.5418999514330995,0.3495912878843494,0.1948753125512879,0.0,0.4600604132587642,0.15,0.0,3.27262443220947
1.0,29.852907032019957,1.0,39.22916666666666,500.0,0.593107329810901,0.92086,0.0,4.226042872966518,0.5543900827312306,2.446225965110628,0.40048342663085185,0.20818722560058048,0.0005573555214462351,0.32096397872431137,0.5571599330093362,0.0,0.34999999999999976,0.5271423180248217,1.7136979387828482,0.34273188617059885,0.18840983738447004,0.0,0.4667487876294157,0.14999999999999997,0.0,3.738730767992152
84.0,33.63098702848127,0.57,44.51383333333334,300.0,0.45935120763811643,0.6955577777777778,0.0,2.1750451730141593,0.3021094617178189,1.0768980927110878,0.22380120319624494,0.19538514717159286,0.00047602034719117854,0.20156046049023987,0.3265751887668069,0.0,0.34999999999999976,0.3747651783069213,1.327228948524088,0.25887738539887534,0.18457949988076927,0.0,0.2522300861980793,0.15,0.0,2.897681098308732
738.0,34.299255029263676,0.99,45.184125,285.0,0.5726585005561735,0.8996411111111111,0.0,4.223180383259468,0.3057686170792347,2.6363404628977047,0.3899776579324758,0.24109335385003416,0.000572085792526934,0.41980744570316725,0.5819420060461932,0.0,0.34999999999999976,0.3633368928280786,1.6546140010484724,0.33483449697861184,0.20736518308984606,0.0,0.46020430326260364,0.15000000000000002,0.0,3.5203548772076148
651.0,34.0269498912674,0.76,44.708400000000005,125.0,0.4360431412062786,0.3528077777777778,0.0,1.8163905726931406,0.16131019770992172,0.9972909212925094,0.10476107770245376,0.2374620550782854,0.000476746857269177,0.1616337003021148,0.26622132899303635,0.0,0.34999999999999976,0.24143518105375877,1.2598836580620936,0.1313103784868876,0.21335004894144477,0.0,0.12073471175288675,0.15000000000000002,0.0,2.4667139782970695
81.0,34.309769259345856,0.58,45.8755,30.0,0.4439835973921641,0.7055455555555555,0.0,2.1080241739107213,0.16195263807357096,1.076442605246757,0.26667032609877167,0.19575384548878175,0.0004927157650639516,0.23445755123736367,0.34904237827378787,0.0,0.34999999999999976,0.16905603968775648,1.2828264589933935,0.2625947039016124,0.18482143023160802,0.0,0.25,0.15000000000000002,0.0,2.64929863281437
466.0,32.26670684096292,0.36,45.7386,60.0,0.44598236077122727,0.7005622222222222,0.0,2.1207327830904825,0.17823011696137175,1.0672834524336539,0.252748802734375,0.20704191966467128,0.00048699126838235295,0.22651341498161764,0.3668682004059281,0.0,0.34999999999999976,0.19191261064544124,1.288601597000721,0.2607399732881096,0.19209872883313323,0.0,0.25387396211879026,0.15,0.0,2.687226871886195
761.0,33.77639308260635,0.87,46.6765,170.0,0.44353262161661106,0.6868877777777778,0.0,2.1607063495948764,0.15906049102055164,1.0752638391463278,0.26870782991434056,0.23250266866572306,0.0005302581081081081,0.240953487704918,0.3636550452091718,0.0,0.34999999999999976,0.27572003749028623,1.281523429645818,0.25565052631812535,0.19832758442087556,0.0,0.2544409715280477,0.15000000000000002,0.0,2.765662549403154
960.0,32.342669671558426,0.72,45.07442857142857,150.0,0.5143120016067234,0.8177566666666667,0.0,2.398632821217628,0.1885818495380887,1.203988352142965,0.3321534194154172,0.21566274366954416,0.0004960824019385128,0.27722612547326975,0.39487772687414807,0.0,0.34999999999999976,0.26048232351849626,1.4860302220944208,0.304358192119593,0.18966280251616188,0.0,0.252318918034956,0.15,0.0,2.9928524582836262
428.0,34.196772327358374,0.58,46.770166666666654,475.0,0.4308673281423804,0.7100911111111111,0.0,3.0187413014242908,0.509151326469609,1.5670006632607008,0.26418026036772596,0.2027119252265917,0.0004925058858347823,0.3118130021604824,0.4241746723021716,0.0,0.34999999999999976,0.5080951755600842,1.2449288940028533,0.26428649942888965,0.19109426199726012,0.0,0.46023488406009533,0.15000000000000002,0.0,3.1686397150491805
925.0,34.47085527401195,0.89,44.633428571428574,70.0,0.4756794200346063,0.7423355555555555,0.0,2.1796768140141145,0.16604245306063659,1.0504762420855538,0.28641384995679103,0.26092021551922795,0.0005027517283594988,0.25436300894426045,0.351580096471266,0.0,0.34999999999999976,0.1995314676313365,1.3744069591832968,0.27628745425695017,0.2230314781390237,0.0,0.2521757510628564,0.15,0.0,2.825433110273463
