t_s,t_h,soc,v_term_V,p_W,p_max_W,v1_V,status,scenario_id,seed
3160.0,0.8777777777777778,0.7696387530271919,3.8278984130481124,4.092934876861699,47.85935240417087,0.0213819144689197,cutoff,S3_gaming,1
3162.0,0.8783333333333333,0.7694902462574792,3.8278223096611845,4.092934876861699,47.85753260634436,0.021382063811319973,cutoff,S3_gaming,1
3164.0,0.8788888888888889,0.7693417365348794,3.8277461909329658,4.092934876861699,47.855712477934,0.021382226608243095,cutoff,S3_gaming,1
3166.0,0.8794444444444445,0.7691932238586926,3.827670057529205,4.092934876861699,47.85389203488061,0.021382402208417126,cutoff,S3_gaming,1
3168.0,0.88,0.7690447082282444,3.8275939100833587,4.092934876861699,47.8520712923516,0.02138258999215662,cutoff,S3_gaming,1
3170.0,0.8805555555555555,0.7688961896428842,3.827517749198155,4.092934876861699,47.85025026477847,0.021382789369830697,cutoff,S3_gaming,1
3172.0,0.8811111111111111,0.768747668101984,3.8274415754470867,4.092934876861699,47.848428965892566,0.0213829997804054,cutoff,S3_gaming,1
3174.0,0.8816666666666667,0.7685991436049378,3.8273653893758266,4.092934876861699,47.84660740875898,0.021383220690056756,cutoff,S3_gaming,1
3176.0,0.8822222222222222,0.7684506161511597,3.827289191503581,4.092934876861699,47.84478560580893,0.021383451590851102,cutoff,S3_gaming,1
3178.0,0.8827777777777778,0.7683020857400839,3.8272129823243666,4.092934876861699,47.8429635688705,0.021383691999489404,cutoff,S3_gaming,1
3180.0,0.8833333333333333,0.7681535523711628,3.827136762308239,4.092934876861699,47.841141309197894,0.021383941456112495,cutoff,S3_gaming,1
3182.0,0.8838888888888888,0.7680050160438668,3.8270605319024487,4.092934876861699,47.839318837499285,0.02138419952316425,cutoff,S3_gaming,1
3184.0,0.8844444444444445,0.7678564767576832,3.826984291532553,4.092934876861699,47.83749616396328,0.02138446578430989,cutoff,S3_gaming,1
3186.0,0.885,0.7677079345121152,3.8269080416034638,4.092934876861699,47.8356732982842,0.021384739843406757,cutoff,S3_gaming,1
3188.0,0.8855555555555555,0.7675593893066813,3.826831782500452,4.092934876861699,47.83385024968597,0.021385021323525003,cutoff,S3_gaming,1
3190.0,0.8861111111111111,0.7674108411409147,3.826755514590094,4.092934876861699,47.83202702694504,0.021385309866015778,cutoff,S3_gaming,1
3192.0,0.8866666666666667,0.7672622900143624,3.826679238221188,4.092934876861699,47.83020363841199,0.02138560512962461,cutoff,S3_gaming,1
3194.0,0.8872222222222222,0.7671137359265844,3.826602953725608,4.092934876861699,47.82838009203224,0.021385906789647784,cutoff,S3_gaming,1
3196.0,0.8877777777777778,0.7669651788771532,3.8265266614191282,4.092934876861699,47.82655639536576,0.02138621453712963,cutoff,S3_gaming,1
3198.0,0.8883333333333333,0.7668166188656536,3.8264503616022028,4.092934876861699,47.82473255560569,0.021386528078098762,cutoff,S3_gaming,1
3200.0,0.8888888888888888,0.7666680558916812,3.8263740545607097,4.092934876861699,47.82290857959617,0.021386847132841336,cutoff,S3_gaming,1
3202.0,0.8894444444444445,0.7665194899548429,3.826297740566658,4.092934876861699,47.82108447384928,0.021387171435209573,cutoff,S3_gaming,1
3204.0,0.89,0.7663709210547555,3.8262214198788578,4.092934876861699,47.81926024456114,0.021387500731963806,cutoff,S3_gaming,1
3206.0,0.8905555555555555,0.7662223491910456,3.8261450927435643,4.092934876861699,47.817435897627234,0.02138783478214645,cutoff,S3_gaming,1
3208.0,0.8911111111111111,0.7660737743633493,3.826068759395083,4.092934876861699,47.81561143865703,0.021388173356486316,cutoff,S3_gaming,1
3210.0,0.8916666666666667,0.7659251965713115,3.8259924200563513,4.092934876861699,47.8137868729878,0.021388516236831835,cutoff,S3_gaming,1
3212.0,0.8922222222222222,0.7657766158145853,3.82591607493949,4.092934876861699,47.811962205697895,0.021388863215611762,cutoff,S3_gaming,1
3214.0,0.8927777777777778,0.7656280320928319,3.8258397242463276,4.092934876861699,47.81013744161924,0.021389214095322028,cutoff,S3_gaming,1
3216.0,0.8933333333333333,0.7654794454057202,3.8257633681688974,4.092934876861699,47.80831258534929,0.021389568688037496,cutoff,S3_gaming,1
3218.0,0.8938888888888888,0.7653308557529264,3.8256870068899165,4.092934876861699,47.806487641262535,0.021389926814947387,cutoff,S3_gaming,1
3220.0,0.8944444444444445,0.7651822631341333,3.825610640583234,4.092934876861699,47.80466261352112,0.021390288305913233,cutoff,S3_gaming,1
3222.0,0.895,0.7650336675490305,3.8255342694142636,4.092934876861699,47.80283750608528,0.021390652999048278,cutoff,S3_gaming,1
3224.0,0.8955555555555555,0.7648850689973138,3.82545789354039,4.092934876861699,47.80101232272312,0.021391020740317273,cutoff,S3_gaming,1
3226.0,0.8961111111111111,0.7647364674786848,3.825381513111362,4.092934876861699,47.7991870670199,0.02139139138315569,cutoff,S3_gaming,1
3228.0,0.8966666666666666,0.7645878629928511,3.825305128269659,4.092934876861699,47.797361742386926,0.02139176478810739,cutoff,S3_gaming,1
3230.0,0.8972222222222223,0.7644392555395252,3.8252287391508473,4.092934876861699,47.795536352069995,0.021392140822479866,cutoff,S3_gaming,1
3232.0,0.8977777777777778,0.764290645118425,3.8251523458839105,4.092934876861699,47.793710899157404,0.02139251936001622,cutoff,S3_gaming,1
3234.0,0.8983333333333333,0.7641420317292733,3.825075948591574,4.092934876861699,47.79188538658764,0.02139290028058304,cutoff,S3_gaming,1
3236.0,0.8988888888888888,0.7639934153717973,3.824999547390606,4.092934876861699,47.79005981715656,0.0213932834698734,cutoff,S3_gaming,1
3238.0,0.8994444444444445,0.7638447960457289,3.8249231423921066,4.092934876861699,47.78823419352444,0.0213936688191243,cutoff,S3_gaming,1
3240.0,0.9,0.7636961737508038,3.8248467337017806,4.092934876861699,47.78640851822239,0.02139405622484778,cutoff,S3_gaming,1
3242.0,0.9005555555555556,0.763547548486762,3.824770321420204,4.092934876861699,47.78458279365878,0.02139444558857508,cutoff,S3_gaming,1
3244.0,0.9011111111111111,0.7633989202533471,3.824693905643068,4.092934876861699,47.782757022125104,0.02139483681661321,cutoff,S3_gaming,1
3246.0,0.9016666666666666,0.7632502890503065,3.8246174864614195,4.092934876861699,47.78093120580164,0.02139522981981335,cutoff,S3_gaming,1
3248.0,0.9022222222222223,0.7631016548773908,3.8245410639618833,4.092934876861699,47.779105346762954,0.021395624513350434,cutoff,S3_gaming,1
3250.0,0.9027777777777778,0.7629530177343541,3.8244646382268783,4.092934876861699,47.77727944698285,0.021396020816513463,cutoff,S3_gaming,1
3252.0,0.9033333333333333,0.7628043776209534,3.8243882093348223,4.092934876861699,47.77545350833945,0.02139641865250598,cutoff,S3_gaming,1
3254.0,0.9038888888888889,0.7626557345369489,3.824311777360323,4.092934876861699,47.7736275326197,0.021396817948256208,cutoff,S3_gaming,1
3256.0,0.9044444444444445,0.7625070884821032,3.824235342374367,4.092934876861699,47.771801521523834,0.021397218634236412,cutoff,S3_gaming,1
3258.0,0.905,0.762358439456182,3.824158904444491,4.092934876861699,47.769975476669615,0.02139762064429102,cutoff,S3_gaming,1
3260.0,0.9055555555555556,0.7622097874589532,3.824082463634952,4.092934876861699,47.76814939959629,0.021398023915473057,cutoff,S3_gaming,1
3262.0,0.9061111111111111,0.7620611324901874,3.8240060200068857,4.092934876861699,47.76632329176844,0.02139842838788856,cutoff,S3_gaming,1
3264.0,0.9066666666666666,0.7619124745496573,3.823929573618458,4.092934876861699,47.76449715457955,0.021398834004548478,cutoff,S3_gaming,1
