t_s,t_h,step_index,i_A,v_meas_V,v_pred_V,soc,v1_V,v2_V,h,z,v_cut_V
20667.43347031377,5.740953741753825,8,-0.0,3.3613500595092773,3.2918486382719157,0.06840644545839739,0.004972209896659988,0.02123639006445079,0.0,0.0627211204712983,3.3
20668.449052765558,5.741235847990433,8,-0.0,3.3615121841430664,3.292007881628558,0.06840644545839739,0.0049470252238564575,0.021234925372769164,0.0,0.0626150452775727,3.3
20669.449066354708,5.7415136295429745,8,-0.0,3.3616740703582764,3.29216677166397,0.06840644545839739,0.004921968336007118,0.021233460795141063,0.0,0.06250915042162451,3.3
20670.46463550845,5.741795732085681,8,-0.0,3.3616740703582764,3.2923228830625186,0.06840644545839739,0.004897419583759327,0.02123201876816581,0.0,0.06240505392616471,3.3
20671.464700029148,5.742073527785874,8,-0.0,3.3618361949920654,3.2924810756510516,0.06840644545839739,0.004872614274514826,0.021230554410180798,0.0,0.06229951558912153,3.3
20672.480253659316,5.742355626016477,8,-0.0,3.3616740703582764,3.2926365122211148,0.06840644545839739,0.004848310445352418,0.021229112507155604,0.0,0.06219576291882119,3.3
20673.49590664134,5.742637751844817,8,-0.0,3.3618361949920654,3.292794011031167,0.06840644545839739,0.004823754247090699,0.021227648371993188,0.0,0.06209058013751891,3.3
20674.511546671183,5.742919874075328,8,-0.0,3.3618361949920654,3.2929511783724403,0.06840644545839739,0.004799320039363047,0.021226184194587768,0.0,0.06198556497260654,3.3
20675.527137669204,5.74320198268589,8,-0.0,3.3619980812072754,3.2931079978281246,0.06840644545839739,0.004775009909717537,0.02122472013684409,0.0,0.06188072875797051,3.3
20676.542709905603,5.74348408608489,8,-0.0,3.3621602058410645,3.2932644648616107,0.06840644545839739,0.004750824083557411,0.021223256250755204,0.0,0.06177607490098059,3.3
20677.55835138906,5.743766208719183,8,-0.0,3.3623223304748535,3.2934205851694434,0.06840644545839739,0.0047267612040462,0.021221792492672174,0.0,0.061671599964789985,3.3
20678.573945003576,5.744048318056549,8,-0.0,3.3623223304748535,3.293576373249979,0.06840644545839739,0.00470281857451246,0.021220328735747456,0.0,0.061567294609527874,3.3
20679.589577509727,5.744330438197147,8,-0.0,3.3623223304748535,3.2937318121187693,0.06840644545839739,0.004678998342314295,0.02121886514876651,0.0,0.061463170569839416,3.3
20680.605175695608,5.744612548804335,8,-0.0,3.3624842166900635,3.2938869160464654,0.06840644545839739,0.004655297856641703,0.021217401606689088,0.0,0.06135921864988223,3.3
20681.620804632887,5.74489466795358,8,-0.0,3.3624842166900635,3.294041674833788,0.06840644545839739,0.004631718215622153,0.021215938215008393,0.0,0.061255446046184325,3.3
20682.636402001735,5.745176778333815,8,-0.0,3.3626463413238525,3.294196099377761,0.06840644545839739,0.004608257299755707,0.02121447487995412,0.0,0.06115184581174266,3.3
20683.652017470555,5.745458893741821,8,-0.0,3.3626463413238525,3.2943501811794307,0.06840644545839739,0.00458491594351903,0.02121301169131063,0.0,0.061048424006311074,3.3
20684.667625591115,5.745741007108643,8,-0.0,3.3626463413238525,3.2945039287530467,0.06840644545839739,0.0045616924011189575,0.021211548577510835,0.0,0.06094517527237871,3.3
20685.68329258796,5.746023136829989,8,-0.0,3.3628082275390625,3.2946573392094485,0.06840644545839739,0.004538586657491915,0.02121008557521055,0.0,0.06084210190399887,3.3
20686.69885748613,5.746305238190592,8,-0.0,3.3628082275390625,3.294810423491806,0.06840644545839739,0.004515596619056742,0.02120862258901281,0.0,0.06073919689781898,3.3
20687.714489125126,5.746587358090313,8,-0.0,3.3629703521728516,3.2949631583199435,0.06840644545839739,0.0044927253292945165,0.021207159850775634,0.0,0.06063647625770883,3.3
20688.730101491237,5.746869472636455,8,-0.0,3.3629703521728516,3.295115570061735,0.06840644545839739,0.004469968389918802,0.021205697117303916,0.0,0.06053392260255312,3.3
20689.746190977807,5.747151719716057,8,-0.0,3.3631322383880615,3.295267646739954,0.06840644545839739,0.004447327149516949,0.021204234512476477,0.0,0.06043154433616132,3.3
20690.76136075425,5.7474337113206255,8,-0.0,3.3632943630218506,3.295419463410934,0.06840644545839739,0.004424790035503867,0.02120277132148804,0.0,0.060329291243378734,3.3
20691.776925211325,5.747715812558702,8,-0.0,3.3632943630218506,3.2955708125335135,0.06840644545839739,0.004402387374308279,0.021201309555732163,0.0,0.06022730348687622,3.3
20692.792536574943,5.747997926826373,8,-0.0,3.3634562492370605,3.2957218912658752,0.06840644545839739,0.004380089493838462,0.021199847322502918,0.0,0.06012544859194615,3.3
20693.808128104283,5.748280035584523,8,-0.0,3.3632943630218506,3.29587264859715,0.06840644545839739,0.00435790352899046,0.021198385122592298,0.0,0.06002376125873366,3.3
20694.823800910563,5.7485621669196005,8,-0.0,3.3634562492370605,3.2960230755429536,0.06840644545839739,0.00433583037015544,0.021196923052085738,0.0,0.05992224788556355,3.3
20695.839360104557,5.74884426669571,8,-0.0,3.3637802600860596,3.2961731879832934,0.06840644545839739,0.0043138672606917935,0.021195460965423244,0.0,0.05982089809019262,3.3
20696.8549732075,5.749126381446528,8,-0.0,3.3636183738708496,3.29632295805939,0.06840644545839739,0.004292017843289253,0.021193999143141004,0.0,0.059719731021063274,3.3
20697.87060806449,5.749408502240136,8,-0.0,3.3637802600860596,3.296472411430274,0.06840644545839739,0.00427027794053257,0.02119253734408876,0.0,0.05961872968580327,3.3
20698.88629286557,5.749690636907102,8,-0.0,3.3639423847198486,3.296621544250741,0.06840644545839739,0.004248647692473077,0.021191075614552225,0.0,0.05951789701150635,3.3
20699.901868004185,5.749972741112273,8,-0.0,3.3639423847198486,3.2967703615448776,0.06840644545839739,0.004227125952555861,0.02118961391396325,0.0,0.05941722992860235,3.3
20700.917460330507,5.750254850091808,8,-0.0,3.3639423847198486,3.2969188408709464,0.06840644545839739,0.004205715538146415,0.021188152472000264,0.0,0.059316743952844884,3.3
20701.933100079652,5.750536972244348,8,-0.0,3.3639423847198486,3.2970670017306856,0.06840644545839739,0.0041844132079922845,0.02118669110610149,0.0,0.0592164262218963,3.3
20702.948694842024,5.750819081900562,8,-0.0,3.3641042709350586,3.2972148494129954,0.06840644545839739,0.004163217788912155,0.021185229772763388,0.0,0.05911627347798275,3.3
20703.964294712085,5.751101192975579,8,-0.0,3.3641042709350586,3.297362371370036,0.06840644545839739,0.0041421306632551756,0.021183768604941103,0.0,0.05901629454713352,3.3
20704.979897890367,5.751383304969546,8,-0.0,3.3641042709350586,3.2975095757987605,0.06840644545839739,0.004121150240807485,0.021182307530549286,0.0,0.05891648420162574,3.3
20705.995551799693,5.7516654310554705,8,-0.0,3.3642663955688477,3.297656463332866,0.06840644545839739,0.004100276019064136,0.021180846552171007,0.0,0.058816842334438374,3.3
20707.011174842333,5.751947548567315,8,-0.0,3.3642663955688477,3.297803041701281,0.06840644545839739,0.004079506493483362,0.021179385601588083,0.0,0.05871736402063734,3.3
20708.026757970798,5.752229654991888,8,-0.0,3.3642663955688477,3.2979493000102336,0.06840644545839739,0.004058842800208892,0.021177924796169423,0.0,0.05861805697242993,3.3
20709.04236370543,5.752511767695953,8,-0.0,3.3642663955688477,3.2980952378782873,0.06840644545839739,0.004038284579493977,0.02117646414891086,0.0,0.05851892177236556,3.3
20710.058072887092,5.7527939091353035,8,-0.0,3.3642663955688477,3.298240865182758,0.06840644545839739,0.004017830032949757,0.021175003569883912,0.0,0.05841995202924607,3.3
20711.05808405021,5.753071690013948,8,-0.0,3.3645904064178467,3.298386194339028,0.06840644545839739,0.003997477024264757,0.021173542942840254,0.0,0.058321139612813655,3.3
20712.07264298896,5.753353511941377,8,-0.0,3.3649144172668457,3.2985289724759106,0.06840644545839739,0.003977539302420598,0.02117210498855151,0.0,0.05822401764421355,3.3
20713.073522264,5.753631533962222,8,-0.0,3.3645904064178467,3.2986735193732333,0.06840644545839739,0.003957413153223711,0.021170646215256692,0.0,0.05812564806434849,3.3
20714.073608929717,5.753909335813811,8,-0.0,3.3647525310516357,3.2988158138412795,0.06840644545839739,0.0039376581613179695,0.021169207209614658,0.0,0.058028767687949824,3.3
20715.089110029374,5.754191419452604,8,-0.0,3.3647525310516357,3.2989576954256936,0.06840644545839739,0.0039180173115169,0.02116776944123548,0.0,0.05793212531496298,3.3
20716.0891283603,5.754469202322306,8,-0.0,3.3650765419006348,3.2991014576418993,0.06840644545839739,0.003898173977027004,0.02116630961231059,0.0,0.05783415807273009,3.3
20717.104689769807,5.754751302713835,8,-0.0,3.3650765419006348,3.299242727307616,0.06840644545839739,0.003878731397702183,0.021164872138954478,0.0,0.057737846382301505,3.3
20718.104692276418,5.755029081187894,8,-0.0,3.3650765419006348,3.29938588817427,0.06840644545839739,0.0038590858683908184,0.021163412423157883,0.0,0.05764020188506452,3.3
20719.104707905637,5.755306863307122,8,-0.0,3.3650765419006348,3.299526556717268,0.06840644545839739,0.0038398385491999684,0.0211619751693021,0.0,0.05754421470910355,3.3
20720.12028940505,5.755588969279181,8,-0.0,3.3650765419006348,3.299666931199011,0.06840644545839739,0.003820686975967199,0.021160537994194834,0.0,0.05744838612238078,3.3
20721.12029996668,5.755866749990744,8,-0.0,3.3650765419006348,3.2998091886784735,0.06840644545839739,0.0038013350561398986,0.021159078548449704,0.0,0.057351229231268716,3.3
20722.135898989633,5.756148860830454,8,-0.0,3.365400552749634,3.2999489684916785,0.06840644545839739,0.003782375618711488,0.021157641577342567,0.0,0.05725572250753366,3.3
20723.151560638194,5.756430989066165,8,-0.0,3.3652384281158447,3.300090626873385,0.06840644545839739,0.0037632174175909953,0.021156182306185815,0.0,0.05715888977999028,3.3
20724.167143556133,5.756713095432259,8,-0.0,3.365400552749634,3.3002319921145356,0.06840644545839739,0.0037441550827326314,0.0211547230457022,0.0,0.05706221486334323,3.3
20725.18280080376,5.756995222445489,8,-0.0,3.365400552749634,3.300373045385796,0.06840644545839739,0.0037251907733334144,0.021153263998977143,0.0,0.056965710931234224,3.3
20726.19838788705,5.757277329968625,8,-0.0,3.365400552749634,3.3005138087820316,0.06840644545839739,0.0037063211415427687,0.021151804946107522,0.0,0.05686936316197377,3.3
20727.213950955676,5.757559430821021,8,-0.0,3.3655624389648438,3.300654263107087,0.06840644545839739,0.003687548385912237,0.021150346094661394,0.0,0.05677318498759088,3.3
20728.213999326243,5.757837222035067,8,-0.0,3.3655624389648438,3.300794415613762,0.06840644545839739,0.0036688711560332464,0.0211488873783256,0.0,0.056677171739222834,3.3
